,FOLIO,GASTO,TC,IMPORTE,IVA,RET ISR,RET IVA,TOTAL MX,TOTAL SAT,Columna1
849,215138,COMPRA,1.0,18.97,3.03,0.0,0.0,22.0,22.0,0.0
850,62869,COMPRA,1.0,2160.0,345.6,0.0,0.0,2505.6,2505.6,0.0
851,1878,COMPRA,1.0,6598.22,1055.72,0.0,395.89,7258.05,7258.05,0.0
852,3694,COMPRA,1.0,18075.81,2892.13,0.0,1084.55,19883.390000000003,19883.39,0.0
853,2471,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,42742,COMPRA,1.0,6971.67,1115.46,0.0,0.0,8087.13,8087.13,0.0
855,90478,COMPRA,1.0,1551.6,248.26,0.0,10.24,1789.62,1789.62,0.0
856,10683,COMPRA,1.0,3075.75,492.12,0.0,0.0,3567.87,3567.87,0.0
857,112,COMPRA,1.0,15714.8,2514.37,0.0,942.89,17286.28,17286.28,0.0
858,2412472,COMPRA,1.0,243.1,38.9,0.0,8.84,273.16,273.16,0.0
859,30425079,COMPRA,1.0,95.12,15.22,0.0,3.03,107.31,107.31,0.0
860,6267,COMPRA,1.0,6780.0,1084.8,0.0,0.0,7864.8,7864.8,0.0
861,66869,COMPRA,1.0,5265.2,842.43,0.0,0.0,6107.63,6107.63,0.0
862,62927,COMPRA,1.0,1144.0,183.04,0.0,0.0,1327.04,1327.04,0.0
863,62928,COMPRA,1.0,162.0,25.92,0.0,0.0,187.92000000000002,187.92,0.0
864,13001285,COMPRA,1.0,1295.4,207.26,0.0,0.0,1502.66,1502.66,0.0
865,202002-E2341533107-13032020-327182,COMPRA,1.0,11728.98,0.0,0.0,0.0,11728.98,11728.98,0.0
866,PP327182,COMPRA,1.0,16506.15,0.0,0.0,0.0,16506.15,16506.15,0.0
867,68023,COMPRA,1.0,14700.0,2352.0,0.0,0.0,17052.0,17052.0,0.0
868,073432,COMPRA,1.0,2400.0,384.0,0.0,0.0,2784.0,2784.0,0.0
869,954630,COMPRA,1.0,245.0,0.0,0.0,0.0,245.0,245.0,0.0
870,,COMPRA,1.0,336.9,55.03,0.0,0.0,391.92999999999995,398.99,7.060000000000059
871,,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872,,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
874,,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,62929,COMPRA,1.0,16730.0,2676.8,0.0,0.0,19406.8,19406.8,0.0
876,62930,COMPRA,1.0,7930.0,1268.8,0.0,0.0,9198.8,9198.8,0.0
877,3521,COMPRA,1.0,4233.0,677.28,0.0,0.0,4910.28,4910.28,0.0
878,66995,COMPRA,1.0,4482.0,717.12,0.0,0.0,5199.12,5199.12,0.0
879,68039,COMPRA,1.0,10222.5,1635.6,0.0,0.0,11858.1,11858.1,0.0
880,23320,COMPRA,1.0,9005.4,1440.86,0.0,0.0,10446.26,10446.26,0.0
881,1002,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,998,COMPRA,1.0,2175.36,348.06,0.0,0.0,2523.42,2523.42,0.0
883,1004498,COMPRA,1.0,1196.46,191.43,0.0,0.0,1387.89,1387.89,0.0
884,1435,COMPRA,1.0,406.73,65.06,0.0,0.0,471.79,471.79,0.0
885,3781,COMPRA,24.1113,16.0,2.56,0.0,0.0,18.56,18.56,0.0
886,3782,COMPRA,24.1113,16.0,2.56,0.0,0.0,18.56,18.56,0.0
887,7677,COMPRA,1.0,11500.0,0.0,0.0,0.0,11500.0,11500.0,0.0
888,000043992524,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,000049939,COMPRA,1.0,1318.54,210.97,0.0,0.0,1529.51,1529.51,0.0
890,2472,COMPRA,1.0,1750.0,280.0,0.0,0.0,2030.0,2030.0,0.0
891,295,COMPRA,1.0,250.0,40.0,0.0,0.0,290.0,290.0,0.0
892,296,COMPRA,1.0,535.0,85.6,0.0,0.0,620.6,620.6,0.0
893,297,COMPRA,1.0,1322.0,211.52,0.0,0.0,1533.52,1533.52,0.0
894,298,COMPRA,1.0,1200.0,192.0,0.0,0.0,1392.0,1392.0,0.0
895,299,COMPRA,1.0,1077.0,172.32,0.0,0.0,1249.32,1249.32,0.0
896,149753,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,49.9,49.9
897,719,COMPRA,1.0,1800.0,288.0,0.0,0.0,2088.0,2088.0,0.0
898,35139360,COMPRA,1.0,219.02,35.04,0.0,0.0,254.06,254.06,0.0
899,35164257,COMPRA,1.0,135.76,21.72,0.0,0.0,157.48,157.48,0.0
900,073474,COMPRA,1.0,590.0,94.4,0.0,0.0,684.4,684.4,0.0
901,62993,COMPRA,1.0,1742.0,278.72,0.0,0.0,2020.72,2020.72,0.0
902,30479418,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903,24582,COMPRA,1.0,727.0,116.32,0.0,0.0,843.3199999999999,843.32,0.0
904,3383562,COMPRA,1.0,125.0,0.0,0.0,0.0,125.0,0.0,-125.0
905,1449,COMPRA,1.0,181.22,28.99,0.0,0.0,210.21,210.21,0.0
906,67149,COMPRA,1.0,760.4,121.66,0.0,0.0,882.06,882.06,0.0
907,5021394,COMPRA,1.0,511.0,0.0,0.0,0.0,511.0,511.0,0.0
908,959,COMPRA,1.0,21551.72,3448.28,0.0,0.0,25000.0,25000.0,0.0
909,960,COMPRA,1.0,9655.17,1544.83,0.0,0.0,11200.0,11200.0,0.0
910,062850,COMPRA,1.0,70.0,0.0,0.0,0.0,70.0,70.0,0.0
911,4667,COMPRA,1.0,476.0,76.16,0.0,0.0,552.16,552.16,0.0
912,35214354,COMPRA,1.0,61.08,9.77,0.0,0.0,70.85,70.85,0.0
913,23348,COMPRA,1.0,4130.0,660.8,0.0,0.0,4790.8,4790.8,0.0
914,24637,COMPRA,1.0,4129.65,22.34,0.0,0.0,4151.99,4151.99,0.0
915,11719,COMPRA,1.0,2728.0,436.48,0.0,0.0,3164.48,3164.48,0.0
916,28658,COMPRA,1.0,817.45,126.18,0.0,0.0,943.6300000000001,943.63,0.0
917,28659,COMPRA,1.0,989.12,153.51,0.0,0.0,1142.63,1142.63,0.0
918,28661,COMPRA,1.0,519.39,80.61,0.0,0.0,600.0,600.0,0.0
919,,COMPRA,1.0,1767.52,285.06,0.0,0.0,2052.58,2066.75,14.170000000000073
920,,COMPRA,1.0,1932.69,315.73,0.0,0.0,2248.42,2289.01,40.590000000000146
921,26019,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,32495,COMPRA,1.0,0.0,1695.81,0.0,0.0,1695.81,12294.61,10598.800000000001
923,32496,COMPRA,1.0,0.0,272.13,0.0,0.0,272.13,1972.93,1700.8000000000002
924,1895,COMPRA,1.0,6958.12,1113.3,0.0,417.49,7653.93,7653.93,0.0
925,905,COMPRA,1.0,109239.22,17478.28,0.0,0.0,126717.5,126717.5,0.0
926,3701,COMPRA,1.0,26104.35,4176.7,0.0,1566.26,28714.79,28714.79,0.0
927,68077,COMPRA,1.0,42598.35,6815.74,0.0,0.0,49414.09,49414.09,0.0
928,90790,COMPRA,1.0,2046.13,327.38,0.0,0.0,2373.51,2373.51,0.0
929,23367,COMPRA,1.0,13050.3,2088.05,0.0,0.0,15138.349999999999,15138.35,0.0
930,122,COMPRA,1.0,16534.36,2645.5,0.0,992.06,18187.8,18187.8,0.0
931,66288,COMPRA,1.0,1649.05,263.85,0.0,0.0,1912.9,1912.9,0.0
932,1859,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,12938,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
934,35243714,COMPRA,1.0,15.97,2.56,0.0,0.0,18.53,18.53,0.0
935,35269679,COMPRA,1.0,206.07,32.97,0.0,0.0,239.04,239.04,0.0
936,495,COMPRA,1.0,960.0,153.6,0.0,0.0,1113.6,1113.6,0.0
937,3598530,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,487.0,487.0
938,3598539,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,334.0,334.0
939,174230,COMPRA,1.0,70.0,0.0,0.0,0.0,70.0,70.0,0.0
940,1040,COMPRA,1.0,0.0,2137.53,0.0,0.0,2137.53,15497.1,13359.57
941,0003704166,COMPRA,1.0,303.73,48.59,0.0,0.0,352.32000000000005,352.32,0.0
942,63075,COMPRA,1.0,812.5,130.0,0.0,0.0,942.5,942.5,0.0
943,63085,COMPRA,1.0,8127.6,1300.42,0.0,0.0,9428.02,9428.02,0.0
944,3120,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
945,14653,COMPRA,1.0,492.24,78.76,0.0,0.0,571.0,571.0,0.0
946,5284,COMPRA,1.0,15000.0,2400.0,0.0,0.0,17400.0,17400.0,0.0
947,68087,COMPRA,1.0,14700.0,2352.0,0.0,0.0,17052.0,17052.0,0.0
948,68090,COMPRA,1.0,9800.0,1568.0,0.0,0.0,11368.0,11368.0,0.0
949,74038,COMPRA,1.0,166.76,26.68,0.0,0.0,193.44,193.44,0.0
950,0058138819,COMPRA,1.0,5039.65,646.2,0.0,0.0,5685.849999999999,4685.0,-1000.8499999999995
951,2907,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,8918,COMPRA,1.0,2288.85,366.22,0.0,0.0,2655.0699999999997,2655.07,0.0
953,117884,COMPRA,1.0,958.28,131.12,0.0,0.0,1089.4,950.6,-138.80000000000007
954,52638,COMPRA,1.0,405.0,64.8,0.0,0.0,469.8,469.8,0.0
955,961,COMPRA,1.0,8793.1,1406.9,0.0,0.0,10200.0,10200.0,0.0
956,3614,COMPRA,1.0,4278.0,684.48,0.0,0.0,4962.48,4962.48,0.0
957,1330,COMPRA,1.0,5000.0,800.0,500.0,533.5,4766.5,4766.5,0.0
958,1331,COMPRA,1.0,5000.0,800.0,500.0,533.5,4766.5,4766.5,0.0
959,2701,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,2,COMPRA,1.0,30000.0,4800.0,3000.0,3200.0,28600.0,28600.0,0.0
961,35325620,COMPRA,1.0,239.86,38.38,0.0,0.0,278.24,278.24,0.0
962,15039,COMPRA,1.0,1950.0,312.0,0.0,0.0,2262.0,2262.0,0.0
963,552385,COMPRA,1.0,0.01,0.0,0.0,0.0,0.01,0.0,-0.01
964,284890,COMPRA,1.0,105.0,0.0,0.0,0.0,105.0,105.0,0.0
965,35365844,COMPRA,1.0,55.89,8.94,0.0,0.0,64.83,64.83,0.0
966,909498,COMPRA,1.0,17802.0,0.0,0.0,0.0,17802.0,17802.0,0.0
967,26117,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,24588,COMPRA,1.0,130.0,20.8,0.0,0.0,150.8,150.8,0.0
969,24589,COMPRA,1.0,1495.7,239.31,0.0,0.0,1735.01,1735.01,0.0
970,1933,COMPRA,1.0,6544.38,1047.1,0.0,392.66,7198.82,7198.82,0.0
971,1934,COMPRA,1.0,6598.23,1055.72,0.0,395.89,7258.0599999999995,7258.06,0.0
972,1593,COMPRA,1.0,1110.0,177.6,0.0,0.0,1287.6,1287.6,0.0
973,3719,COMPRA,1.0,18542.31,2966.77,0.0,1112.54,20396.54,20396.54,0.0
974,3720,COMPRA,1.0,18075.82,2892.13,0.0,1084.55,19883.4,19883.4,0.0
975,120750,COMPRA,1.0,264.62,42.34,0.0,0.0,306.96000000000004,306.96,0.0
976,35352207,COMPRA,1.0,344.51,55.12,0.0,0.0,399.63,399.63,0.0
977,596,COMPRA,1.0,4200.0,672.0,0.0,0.0,4872.0,4872.0,0.0
978,10719,COMPRA,1.0,2247.0,359.52,0.0,0.0,2606.52,2606.52,0.0
979,138,COMPRA,1.0,16404.53,2624.72,0.0,984.27,18044.98,18044.98,0.0
980,139,COMPRA,1.0,16028.21,2564.51,0.0,961.69,17631.030000000002,17631.03,0.0
981,63163,COMPRA,1.0,9126.0,1460.16,0.0,0.0,10586.16,10586.16,0.0
982,30603723,COMPRA,1.0,100.23,16.03,0.0,3.21,113.05000000000001,113.05,0.0
983,30603996,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,11023,COMPRA,1.0,441.86,68.15,0.0,0.0,510.01,510.01,0.0
985,0001010100750847116902,COMPRA,1.0,490.0,78.4,0.0,0.0,568.4,568.4,0.0
986,0001010100752163714102,COMPRA,1.0,195.0,31.2,0.0,0.0,226.2,226.2,0.0
987,3604022,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,6977.05,6977.05
988,2489,COMPRA,1.0,4500.0,720.0,0.0,0.0,5220.0,5220.0,0.0
989,150288,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,168.0,168.0
990,91068,COMPRA,1.0,1046.83,167.49,0.0,0.0,1214.32,1214.32,0.0
991,35396193,COMPRA,1.0,15.79,2.53,0.0,0.0,18.32,18.32,0.0
992,118473,COMPRA,1.0,650.0,104.0,0.0,0.0,754.0,754.0,0.0
993,1023063,COMPRA,1.0,3456.0,0.0,0.0,0.0,3456.0,3456.0,0.0
994,5998,COMPRA,1.0,742.0,118.72,0.0,0.0,860.72,860.72,0.0
995,5999,COMPRA,1.0,3570.0,571.2,0.0,0.0,4141.2,4141.2,0.0
996,35426171,COMPRA,1.0,3.06,0.49,0.0,0.0,3.55,3.55,0.0
997,720,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,721,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,506,COMPRA,1.0,596.0,95.36,0.0,0.0,691.36,691.36,0.0
1000,,COMPRA,1.0,752.43,124.0,0.0,0.0,876.43,899.0,22.57000000000005
1001,,COMPRA,1.0,674.62,110.2,0.0,0.0,784.82,798.99,14.169999999999959
1002,,COMPRA,1.0,674.62,110.2,0.0,0.0,784.82,798.99,14.169999999999959
1003,,COMPRA,1.0,674.62,110.2,0.0,0.0,784.82,798.99,14.169999999999959
1004,160668,COMPRA,1.0,5344.76,855.16,0.0,0.0,6199.92,6199.92,0.0
1005,160669,COMPRA,1.0,5152.17,824.35,0.0,0.0,5976.52,5976.52,0.0
1006,967568,COMPRA,1.0,6300.0,48.0,0.0,0.0,6348.0,6348.0,0.0
1007,22020030028311,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,1340,COMPRA,1.0,5000.0,800.0,500.0,533.5,4766.5,4766.5,0.0
1009,336,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,,COMPRA,1.0,198.0,32.63,0.0,0.0,230.63,236.57,5.939999999999998
1011,73290,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,73291,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,420200301898904,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,6639,COMPRA,1.0,3048.0,487.68,0.0,0.0,3535.68,3535.68,0.0
1015,16912550,COMPRA,1.0,1139.12,182.26,0.0,0.0,1321.3799999999999,1321.38,0.0
1016,3607650,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,26134.68,26134.68
1017,18444,COMPRA,1.0,840.52,134.48,0.0,0.0,975.0,975.0,0.0
1018,3608276,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,260.5,260.5
1019,3608281,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,613.9,613.9
1020,186,COMPRA,1.0,4000.0,640.0,0.0,0.0,4640.0,4640.0,0.0
1021,109096,COMPRA,1.0,445.3,68.7,0.0,0.0,514.0,514.0,0.0
1022,30721809,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,5172,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,3610036,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,736.65,736.65
1025,,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,35494270,COMPRA,1.0,172.6,27.62,0.0,0.0,200.22,200.22,0.0
1027,,COMPRA,1.0,336.9,55.03,0.0,0.0,391.92999999999995,398.99,7.060000000000059
1028,,COMPRA,1.0,287.94,47.45,0.0,0.0,335.39,344.03,8.639999999999986
1029,3178,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,1139,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,3246,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1032,1098,COMPRA,1.0,200.0,32.0,0.0,0.0,232.0,232.0,0.0
1033,1978,COMPRA,1.0,1550.0,248.0,0.0,0.0,1798.0,1798.0,0.0
1034,164497,COMPRA,1.0,2315.0,370.4,0.0,0.0,2685.4,2685.4,0.0
1035,527,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,24598,COMPRA,1.0,1265.2,202.43,0.0,0.0,1467.63,1467.63,0.0
1037,1986,COMPRA,1.0,6598.23,1055.72,0.0,395.89,7258.0599999999995,7258.06,0.0
1038,000044547388,COMPRA,1.0,4725.73,700.1,0.0,0.0,5425.83,5425.83,0.0
1039,3735,COMPRA,1.0,18075.82,2892.13,0.0,1084.55,19883.4,19883.4,0.0
1040,962,COMPRA,1.0,25862.07,4137.93,0.0,0.0,30000.0,30000.0,0.0
1041,164,COMPRA,1.0,15679.06,2508.65,0.0,940.74,17246.969999999998,17246.97,0.0
1042,30778380,COMPRA,1.0,2.5,0.4,0.0,0.0,2.9,2.9,0.0
1043,30778459,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1044,200,COMPRA,1.0,2000.0,320.0,200.0,213.33,1906.67,1906.67,0.0
1045,43216,COMPRA,1.0,986.1,157.78,0.0,0.0,1143.88,1143.88,0.0
1046,68199,COMPRA,1.0,4380.0,700.8,0.0,0.0,5080.8,5080.8,0.0
1047,68200,COMPRA,1.0,13398.0,2143.68,0.0,0.0,15541.68,15541.68,0.0
1048,68201,COMPRA,1.0,1919.61,307.14,0.0,0.0,2226.75,2226.75,0.0
1049,3,COMPRA,1.0,30000.0,4800.0,3000.0,3200.0,28600.0,28600.0,0.0
1050,91473,COMPRA,1.0,1440.75,230.52,0.0,0.0,1671.27,1671.27,0.0
1051,0026165038,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1052,0102049047,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,4828,COMPRA,1.0,2647.5,423.6,0.0,0.0,3071.1,3071.1,0.0
1054,202003-E2341533107-14042020-351855,COMPRA,1.0,6709.29,0.0,0.0,0.0,6709.29,6709.29,0.0
1055,23529,COMPRA,1.0,13050.3,2088.05,0.0,0.0,15138.349999999999,15138.35,0.0
1056,1981,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057,000044622382,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1058,,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1059,,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,63209,COMPRA,1.0,1437.0,229.92,0.0,0.0,1666.92,1666.92,0.0
1062,63210,COMPRA,1.0,2374.0,379.84,0.0,0.0,2753.84,2753.84,0.0
1063,101,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,102,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,103,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,260798,COMPRA,1.0,1337.93,214.07,0.0,0.0,1552.0,1552.0,0.0
1067,260800,COMPRA,1.0,476.73,76.28,0.0,0.0,553.01,553.01,0.0
1068,260801,COMPRA,1.0,3206.64,513.06,0.0,0.0,3719.7,3719.7,0.0
1069,1925,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,264,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,025,COMPRA,1.0,2750.0,440.0,0.0,0.0,3190.0,3190.0,0.0
1072,68210,COMPRA,1.0,6699.0,1071.84,0.0,0.0,7770.84,7770.84,0.0
1073,35593948,COMPRA,1.0,58.04,9.29,0.0,0.0,67.33,67.33,0.0
1074,23540,COMPRA,1.0,843.98,135.04,0.0,0.0,979.02,979.02,0.0
1075,8671,COMPRA,1.0,846.0,135.36,0.0,0.0,981.36,981.36,0.0
1076,2041,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,30835403,COMPRA,1.0,100.22,16.03,0.0,3.21,113.04,113.04,0.0
1078,68056,COMPRA,1.0,4999.9,799.99,0.0,0.0,5799.889999999999,5799.89,0.0
1079,23551,COMPRA,1.0,2360.46,377.67,0.0,0.0,2738.13,2738.13,0.0
1080,119139,COMPRA,1.0,330.01,52.8,0.0,0.0,382.81,382.81,0.0
1081,000044702463,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,4741475,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,35622328,COMPRA,1.0,107.13,17.14,0.0,0.0,124.27,124.27,0.0
1084,2430542,COMPRA,1.0,180.0,28.8,0.0,6.0,202.8,202.8,0.0
1085,30314744,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,24603,COMPRA,1.0,356.5,57.04,0.0,0.0,413.54,413.54,0.0
1087,68160,COMPRA,1.0,4539.6,726.34,0.0,0.0,5265.9400000000005,5265.94,0.0
1088,2007,COMPRA,1.0,6598.23,1055.72,0.0,395.89,7258.0599999999995,7258.06,0.0
1089,3928,COMPRA,1.0,159.05,25.45,0.0,0.0,184.5,184.5,0.0
1090,3744,COMPRA,1.0,18075.82,2892.13,0.0,1084.55,19883.4,19883.4,0.0
1091,963,COMPRA,1.0,21551.72,3448.28,0.0,0.0,25000.0,25000.0,0.0
1092,1342,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,68232,COMPRA,1.0,3000.0,480.0,0.0,0.0,3480.0,3480.0,0.0
1094,91745,COMPRA,1.0,1420.77,227.32,0.0,0.0,1648.09,1648.09,0.0
1095,23565,COMPRA,1.0,815.02,130.4,0.0,0.0,945.42,945.42,0.0
1096,23566,COMPRA,1.0,815.02,130.4,0.0,0.0,945.42,945.42,0.0
1097,,COMPRA,1.0,336.9,55.03,0.0,0.0,391.92999999999995,398.99,7.060000000000059
1098,172,COMPRA,1.0,16028.21,2564.51,0.0,961.69,17631.030000000002,17631.03,0.0
1099,1300,COMPRA,1.0,2846.35,455.42,0.0,0.0,3301.77,3301.77,0.0
1100,3617633,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,2917.6,2917.6
1101,797460,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,453171,COMPRA,1.0,8254.41,1320.7,0.0,0.0,9575.11,9575.11,0.0
1103,251513,COMPRA,1.0,598.0,92.11,0.0,0.0,690.11,690.11,0.0
1104,23582,COMPRA,1.0,6665.4,1066.46,0.0,0.0,7731.86,7731.86,0.0
1105,23583,COMPRA,1.0,6178.2,988.51,0.0,0.0,7166.71,7166.71,0.0
1106,1104,COMPRA,1.0,1000.0,160.0,0.0,0.0,1160.0,1160.0,0.0
1107,3410630,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,,COMPRA,1.0,1932.69,315.73,0.0,0.0,2248.42,2289.01,40.590000000000146
1109,,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,,COMPRA,1.0,1767.52,285.06,0.0,0.0,2052.58,2066.75,14.170000000000073
1114,24609,COMPRA,1.0,539.0,86.24,0.0,0.0,625.24,625.24,0.0
1115,35682116,COMPRA,1.0,9.9,1.58,0.0,0.0,11.48,11.48,0.0
1116,35715005,COMPRA,1.0,58.06,9.29,0.0,0.0,67.35,67.35,0.0
1117,84573148,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,2028,COMPRA,1.0,6285.91,1005.75,0.0,377.15,6914.51,6914.51,0.0
1119,3756,COMPRA,1.0,18075.64,2892.1,0.0,1084.54,19883.199999999997,19883.2,0.0
1120,250680,COMPRA,1.0,250.01,39.99,0.0,0.0,290.0,290.0,0.0
1121,35728796,COMPRA,1.0,47.66,7.63,0.0,0.0,55.29,55.29,0.0
1122,182,COMPRA,1.0,16028.19,2564.51,0.0,961.69,17631.010000000002,17631.01,0.0
1123,11771,COMPRA,1.0,823.01,127.1,0.0,0.0,950.11,950.11,0.0
1124,1912,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,5329,COMPRA,1.0,15000.0,2400.0,0.0,0.0,17400.0,17400.0,0.0
1126,195260,COMPRA,1.0,105.0,0.0,0.0,0.0,105.0,105.0,0.0
1127,1116,COMPRA,1.0,4240.0,678.4,0.0,0.0,4918.4,4918.4,0.0
1128,13447,COMPRA,1.0,2025.85,324.14,0.0,0.0,2349.99,2349.99,0.0
1129,4,COMPRA,1.0,30000.0,4800.0,3000.0,3200.0,28600.0,28600.0,0.0
1130,63632623,COMPRA,1.0,1438.79,230.21,0.0,0.0,1669.0,1669.0,0.0
1131,0059155564,COMPRA,1.0,4038.7999999999997,646.2,0.0,0.0,4685.0,4685.0,0.0
1132,0006906369,COMPRA,1.0,240.52,38.48,0.0,0.0,279.0,279.0,0.0
1133,1194,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134,964,COMPRA,1.0,4310.34,689.66,0.0,0.0,5000.0,5000.0,0.0
1135,6191,COMPRA,1.0,4130.0,660.8,0.0,0.0,4790.8,4790.8,0.0
1136,1958,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,91981,COMPRA,1.0,946.78,151.49,0.0,0.0,1098.27,1098.27,0.0
1138,13576,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,35764511,COMPRA,1.0,200.0,32.0,0.0,0.0,232.0,232.0,0.0
1140,25080,COMPRA,1.0,2949.75,15.96,0.0,0.0,2965.71,2965.71,0.0
1141,216693,COMPRA,1.0,18.97,3.03,0.0,0.0,22.0,22.0,0.0
1142,107188,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,561555,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,923737,COMPRA,1.0,4100.0,0.0,0.0,0.0,4100.0,4100.0,0.0
1145,0001010100750847116902,COMPRA,1.0,490.0,78.4,0.0,0.0,568.4,568.4,0.0
1146,0001010100752163714102,COMPRA,1.0,285.0,45.6,0.0,0.0,330.6,330.6,0.0
1147,5128,COMPRA,1.0,243.72,26.08,0.0,0.0,269.8,269.8,0.0
1148,76464,COMPRA,1.0,0.0,855.16,0.0,0.0,0.0,0.0,0.0
1149,76465,COMPRA,1.0,0.0,855.16,0.0,0.0,0.0,0.0,0.0
1150,165533,COMPRA,1.0,5344.76,855.16,0.0,0.0,6199.92,6199.92,0.0
1151,165535,COMPRA,1.0,5152.17,824.35,0.0,0.0,5976.52,5976.52,0.0
1152,966,COMPRA,1.0,96551.72,15448.28,0.0,0.0,112000.0,112000.0,0.0
